   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      -206.092331       3.59448576       0.00000000       0.00000000       0.00000000       199.999985    
   0.00000000       0.00000000       0.00000000       0.00000000     -0.430815995      -31.6025524       4.02530193       0.00000000       0.00000000       0.00000000       25.5102043    
   0.00000000       0.00000000       0.00000000       0.00000000      -4.76792455E-02  -15.5441456       3.64216495       0.00000000       0.00000000       0.00000000       9.45179653    
   0.00000000       0.00000000       0.00000000       0.00000000      0.119943142      -10.9751606       3.47454262       0.00000000       0.00000000       0.00000000       4.88281250    
   0.00000000       0.00000000       0.00000000       0.00000000      0.213975221      -9.06676865       0.00000000       0.00000000       0.00000000       0.00000000       2.97442007    
   99.9999924       0.00000000       0.00000000       0.00000000       0.00000000      -206.092331       3.59448576       0.00000000       0.00000000       0.00000000       99.9999924    
   12.7551022       0.00000000       0.00000000       0.00000000     -0.430815995      -31.6025524       4.02530193       0.00000000       0.00000000       0.00000000       12.7551022    
   4.72589827       0.00000000       0.00000000       0.00000000      -4.76792455E-02  -15.5441456       3.64216495       0.00000000       0.00000000       0.00000000       4.72589827    
   2.44140625       0.00000000       0.00000000       0.00000000      0.119943142      -10.9751606       3.47454262       0.00000000       0.00000000       0.00000000       2.44140625    
   1.48721004       0.00000000       0.00000000       0.00000000      0.213975221      -9.06676865       0.00000000       0.00000000       0.00000000       0.00000000       1.48721004    
   99.9999924       0.00000000       0.00000000       0.00000000       0.00000000      -206.092331       3.59448576       0.00000000       0.00000000       0.00000000       99.9999924    
   12.7551022       0.00000000       0.00000000       0.00000000     -0.430815995      -31.6025524       4.02530193       0.00000000       0.00000000       0.00000000       12.7551022    
   4.72589827       0.00000000       0.00000000       0.00000000      -4.76792455E-02  -15.5441456       3.64216495       0.00000000       0.00000000       0.00000000       4.72589827    
   2.44140625       0.00000000       0.00000000       0.00000000      0.119943142      -10.9751606       3.47454262       0.00000000       0.00000000       0.00000000       2.44140625    
   1.48721004       0.00000000       0.00000000       0.00000000      0.213975221      -9.06676865       0.00000000       0.00000000       0.00000000       0.00000000       1.48721004    
   99.9999924       0.00000000       0.00000000       0.00000000       0.00000000      -206.092331       3.59448576       0.00000000       0.00000000       0.00000000       99.9999924    
   12.7551022       0.00000000       0.00000000       0.00000000     -0.430815995      -31.6025524       4.02530193       0.00000000       0.00000000       0.00000000       12.7551022    
   4.72589827       0.00000000       0.00000000       0.00000000      -4.76792455E-02  -15.5441456       3.64216495       0.00000000       0.00000000       0.00000000       4.72589827    
   2.44140625       0.00000000       0.00000000       0.00000000      0.119943142      -10.9751606       3.47454262       0.00000000       0.00000000       0.00000000       2.44140625    
   1.48721004       0.00000000       0.00000000       0.00000000      0.213975221      -9.06676865       0.00000000       0.00000000       0.00000000       0.00000000       1.48721004    
   99.9999924       0.00000000       0.00000000       0.00000000       0.00000000      -206.092331       3.59448576       0.00000000       0.00000000       0.00000000       0.00000000    
   12.7551022       0.00000000       0.00000000       0.00000000     -0.430815995      -31.6025524       4.02530193       0.00000000       0.00000000       0.00000000       0.00000000    
   4.72589827       0.00000000       0.00000000       0.00000000      -4.76792455E-02  -15.5441456       3.64216495       0.00000000       0.00000000       0.00000000       0.00000000    
   2.44140625       0.00000000       0.00000000       0.00000000      0.119943142      -10.9751606       3.47454262       0.00000000       0.00000000       0.00000000       0.00000000    
   1.48721004       0.00000000       0.00000000       0.00000000      0.213975221      -9.06676865       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
